Candidate,Party,Criminal Cases,Education,Age,Constituency,Total Assets,Liabilities,Year
Jayachandra,Bahujan Mukti Party,0,10th Pass,52,Mandya + Karnataka,1006729,0,2014
K.mahadevappa,Bharatiya Dr. B.R.Ambedkar Janta Party,0,Graduate Professional,66,Mandya + Karnataka,500,0,2014
K.shivananda,Hindustan Janta Party,0,10th Pass,50,Mandya + Karnataka,260000,0,2014
K.udayakumar,IND,0,10th Pass,41,Mandya + Karnataka,906000,0,2014
Krishnamurthy,RPI(A),0,12th Pass,52,Mandya + Karnataka,6110000,100000,2014
Krishnamurthy.m,BSP,0,Post Graduate,40,Mandya + Karnataka,839000,0,2014
N.c.puttaraju,IND,0,12th Pass,40,Mandya + Karnataka,200000,0,2014
Shivalingaiah,BJP,0,Doctorate,63,Mandya + Karnataka,130363533,16531000,2014
Prathap Simha   Winner ,BJP,0,Post Graduate,37,Mysore + Karnataka,6321591,4399048,2014
Adagooru H Vishwanath,INC,0,Graduate Professional,64,Mysore + Karnataka,30187177,0,2014
Bannur Kumar,IND,0,Graduate,57,Mysore + Karnataka,7250000,0,2014
Bojanna N Somaiah,IND,0,Graduate Professional,32,Mysore + Karnataka,2835000,500000,2014
C Mohan Kumar,BSP,0,10th Pass,40,Mysore + Karnataka,5250000,0,2014
Chandrashekaraiah,JD(S),0,Post Graduate,71,Mysore + Karnataka,28573891,0,2014
D Eswar Thoremavu,IND,0,Graduate,47,Mysore + Karnataka,500000,25000,2014
D S Nirvanappa,CPI(ML) Red Star,0,5th Pass,50,Mysore + Karnataka,629000,5000,2014
Hunsur K Chandrashekar,Democratic Prajakranthi Party Secularist, 1 ,Post Graduate,35,Mysore + Karnataka,4106000,0,2014
Padmamma M V,AAP,0,Graduate,59,Mysore + Karnataka,11627675,478620,2014
Praveen M S,IND,0,Post Graduate,27,Mysore + Karnataka,198500,0,2014
Rathi Poovaiah,Karunaadu Party,0,Graduate,36,Mysore + Karnataka,410000,0,2014
S P Mahadevappa,JD(U),0,10th Pass,67,Mysore + Karnataka,925000,150000,2014
Sampathu N,IND,0,Graduate Professional,57,Mysore + Karnataka,16127000,1200000,2014
Thimme Gowda,Sarva Janata Party,0,Literate,42,Mysore + Karnataka,1272000,0,2014
R. Dhruvanarayana   Winner ,INC,0,Post Graduate,53,Chamarajanagar + Karnataka,31519950,2605818,2014
A.r. Krishna Murthy,BJP,0,Post Graduate,53,Chamarajanagar + Karnataka,41281286,2886427,2014
Ananda G,IND,0,Others,29,Chamarajanagar + Karnataka,130000,0,2014
Chowdahalli Javaraiah,CPI(ML)L,0,Graduate Professional,42,Chamarajanagar + Karnataka,393000,0,2014
Guruswamy B,SP,0,Graduate Professional,69,Chamarajanagar + Karnataka,11061200,995250,2014
K. S. Srinivasmurthy,CPI(ML) Red Star,0,Graduate,41,Chamarajanagar + Karnataka,323207,0,2014
Kathavaraya,Dr. Ambedkar Samajvadi Democratic Party,0,10th Pass,54,Chamarajanagar + Karnataka,1315000,520000,2014
M Shivanna,JD(S), 3 ,Graduate Professional,60,Chamarajanagar + Karnataka,31402152,7852000,2014
Nirmala Kumari,IND,0,Post Graduate,34,Chamarajanagar + Karnataka,295000,0,2014
Pradeep Kumar M,Karunaadu Party,0,12th Pass,29,Chamarajanagar + Karnataka,45000,0,2014
S. Govinda Nayaka,IND,0,10th Pass,49,Chamarajanagar + Karnataka,2151000,100000,2014
Sampath Kumar,AAP,0,Graduate Professional,43,Chamarajanagar + Karnataka,20951240,2190000,2014
Shivamallu,BSP,0,Post Graduate,53,Chamarajanagar + Karnataka,1471630,266375,2014
Surendra B. P.,Sarva Janata Party,0,Graduate,33,Chamarajanagar + Karnataka,272500,0,2014
Ranjeet Ranjan   Winner ,INC, 5 ,12th Pass,41,Supaul + Bihar,81242965,0,2014
Aman Kumar Samajsevi,BSP,0,12th Pass,33,Supaul + Bihar,5728000,0,2014
Binod Kumar Sahu,IND,0,Graduate,45,Supaul + Bihar,1535000,50000,2014
Devnarayan Yadav,Bahujan Mukti Party,0,Post Graduate,66,Supaul + Bihar,9500500,250000,2014
Dileshwar Kamait,JD(U),0,Post Graduate,68,Supaul + Bihar,17930142,0,2014
Jay Narayan Yadav,CPI(ML)L, 2 ,Graduate,49,Supaul + Bihar,4748598,45000,2014
Kameshwar Chaupal,BJP, 1 ,Post Graduate,58,Supaul + Bihar,41372252,12909,2014
Mohammad Amanullah,IUML,0,Graduate,32,Supaul + Bihar,1000,0,2014
Parmeshwar Jha,AAP,0,Graduate,62,Supaul + Bihar,11516000,0,2014
Ramdev Sharma,IND,0,12th Pass,55,Supaul + Bihar,250000,0,2014
Shakaldev Mandal,Samajwadi Janata Party (Rashtriya), 1 ,Graduate Professional,70,Supaul + Bihar,82854500,0,2014
Suresh Kumar Ajad,Jai Hind Party,0,Post Graduate,46,Supaul + Bihar,1051233,30000,2014
Taslim Uddin   Winner ,RJD, 4 ,Literate,72,Araria + Bihar,42368468,1026919,2014
Abdul Rahman,BSP,0,Literate,29,Araria + Bihar,813848,0,2014
Bidya Nand Paswan,Bahujan Mukti Party,0,12th Pass,61,Araria + Bihar,856973,7000,2014
Chandra Bhushan,AAP,0,Graduate Professional,48,Araria + Bihar,14088067,5025161,2014
Md Aslam Beg,Janta Dal Rashtravadi, 1 ,12th Pass,35,Araria + Bihar,15000,63733,2014
Pankaj Kishor Mandal,IND, 2 ,10th Pass,34,Araria + Bihar,202412,50000,2014
Pradeep Kumar Singh,BJP, 4 ,10th Pass,48,Araria + Bihar,4291479,802182,2014
Rajesh Kumar,Bharat Vikas Morcha,0,10th Pass,46,Araria + Bihar,1475000,50000,2014
Ramanand Rishideo,Lok Dal,0,12th Pass,63,Araria + Bihar,10000,0,2014
Sanjay Kumar Rishidev,CPI(ML)L, 1 ,Literate,32,Araria + Bihar,14175,0,2014
Sarwat Jahre Ansari,Samajwadi Janata Party (Rashtriya),0,Post Graduate,37,Araria + Bihar,296000,0,2014
Syed Alamdar Hussain,IND,0,12th Pass,38,Araria + Bihar,3610000,0,2014
Vijay Kumar Mandal,JD(U), 1 ,10th Pass,51,Araria + Bihar,4326107,0,2014
Mohammad Asrarul Haque   Winner ,INC, 2 ,Post Graduate,67,Kishanganj + Bihar,4616629,0,2014
Akhtarul Iman,JD(U), 1 ,Post Graduate,48,Kishanganj + Bihar,4907533,820788,2014
Alimuddin Ansari,AAP,0,10th Pass,59,Kishanganj + Bihar,5210680,0,2014
Chitranjan Singh,IND,0,10th Pass,51,Kishanganj + Bihar,630000,20000,2014
Chote Lal Mahto,IND,0,5th Pass,37,Kishanganj + Bihar,334500,0,2014
Dr Dilip Kumar Jaiswal,BJP,0,Doctorate,50,Kishanganj + Bihar,32949581,5793000,2014
Manowar Alam,Janta Dal Rashtravadi,0,12th Pass,39,Kishanganj + Bihar,465813,215,2014
Md.naushad,BSP,0,8th Pass,35,Kishanganj + Bihar,370000,316000,2014
Mohammad Gulab Siddiqui,Loktantrik Janata Party (Secular),0,8th Pass,44,Kishanganj + Bihar,296809,0,2014
Mohammad Wasiqur Rahman,IUML, 2 ,12th Pass,36,Kishanganj + Bihar,4830500,166000,2014
Shah Tariq Anwar   Winner ,NCP, 1 ,Graduate,63,Katihar + Bihar,104600951,20454853,2014
Abdur Rahaman,Bharatiya Momin Front,0,12th Pass,51,Katihar + Bihar,627100,35000,2014
Ashok Ku Bhagat,IND, 1 ,Literate,42,Katihar + Bihar,1196345,0,2014
Ashok Kumar,IND,0,12th Pass,44,Katihar + Bihar,94891,0,2014
Baleshwar Marandi,JMM,0,Graduate,60,Katihar + Bihar,465871,0,2014
Bibhaker Jha,AAP, 1 ,Graduate,37,Katihar + Bihar,373035,0,2014
Dr. Ram Prakash Mahto,JD(U), 5 ,Doctorate,62,Katihar + Bihar,11829625,1231046,2014
Fulmani Hembram,Bharat Vikas Morcha,0,8th Pass,33,Katihar + Bihar,753000,0,2014
Kanhai Mandal,IND,0,8th Pass,38,Katihar + Bihar,579677,0,2014
Mahesh Mandal,Bahujan Mukti Party, 3 ,Doctorate,34,Katihar + Bihar,1821376,0,2014
Md. Iqbal Ahmad,Samajwadi Janata Party (Rashtriya), 2 ,Others,33,Katihar + Bihar,2827500,0,2014
Md. Tariq Anwar,IND,0,12th Pass,28,Katihar + Bihar,113000,0,2014
Mehboob Alam,CPI(ML)L, 11 ,12th Pass,57,Katihar + Bihar,1215962,0,2014
Mohammad Hamid Mobarak,AITC,0,Graduate,39,Katihar + Bihar,2677359,0,2014
Nalini Mandal,IND,0,12th Pass,48,Katihar + Bihar,351119,0,2014
Nikhil Kumar Choudhary,BJP,0,Graduate,68,Katihar + Bihar,25225976,408966,2014
Raj Kumar Mandal,IND,0,Post Graduate,48,Katihar + Bihar,691300,0,2014
Sanjay Singh,IND,0,Post Graduate,44,Katihar + Bihar,10830016,202000,2014
Satya Narayan Bhagat,Proutist Sarva Samaj,0,Graduate,68,Katihar + Bihar,1062200,0,2014
Shivendra Kumar,BSP,0,Post Graduate,40,Katihar + Bihar,495400,118033,2014
Suresh Rai,Rashtravadi Janata Party,0,8th Pass,40,Katihar + Bihar,672000,80000,2014
Santosh Kumar   Winner ,JD(U), 3 ,12th Pass,35,Purnia + Bihar,22316594,1406515,2014
Amarnath Tiwari,INC, 1 ,Graduate,59,Purnia + Bihar,43329826,6731845,2014
Anil Kumar Mahto,Janvadi Party(Socialist),0,10th Pass,30,Purnia + Bihar,681406,0,2014
Fagu Marandi,Jharkhand Disom Party, 1 ,Graduate,63,Purnia + Bihar,1151323,0,2014
Kunj Bihar Paswan,IND,0,Literate,52,Purnia + Bihar,1266625,83000,2014
Mansoor Alam,SP,0,12th Pass,45,Purnia + Bihar,7196656,600000,2014
Md Akhtar Ali,IND,0,Literate,32,Purnia + Bihar,110551,0,2014
Md Shahid Akhtar,Bahujan Mukti Party,0,Graduate,59,Purnia + Bihar,5457339,0,2014
Md Shamsher Alam,JMM, 1 ,12th Pass,48,Purnia + Bihar,6135336,300000,2014
Navlesh Pathak,IND,0,Post Graduate,53,Purnia + Bihar,25060000,10000,2014
Pankaj Kumar Singh,CPI(ML)L, 3 ,8th Pass,48,Purnia + Bihar,2961753,0,2014
Pramod Narayan Poddar,Bhartiya Jantantrik Janata Dal, 1 ,Graduate,57,Purnia + Bihar,8642000,750000,2014
Raj Kumar Uraon,BSP,0,12th Pass,44,Purnia + Bihar,4277000,0,2014
Sanjay Singh,IND,0,10th Pass,35,Purnia + Bihar,106700,0,2014
Sudeep Roy,AAP,0,Post Graduate,50,Purnia + Bihar,24764655,0,2014
Syed Shah Iqbal Alam,Bhartiya Ekta Manch Party,0,12th Pass,48,Purnia + Bihar,18201000,0,2014
Uday Singh Urf Pappu Singh,BJP, 4 ,12th Pass,61,Purnia + Bihar,1466364723,123100000,2014
Rajesh Ranjan Urf Pappu Yadav   Winner ,RJD, 24 ,Graduate,46,Madhepura + Bihar,81242966,956306,2014
Anwar Alam,AAP,0,Others,38,Madhepura + Bihar,770380,0,2014
Bhikha Paswan,Bharat Vikas Morcha,0,Graduate,51,Madhepura + Bihar,5819278,103000,2014
Chandra Shekhar Yadav,Bahujan Mukti Party, 2 ,Graduate,37,Madhepura + Bihar,16557292,3400000,2014
Guljar Kumar,BSP,0,Graduate,31,Madhepura + Bihar,35,0,2014
Mina Devi,IND,0,Literate,38,Madhepura + Bihar,18581662,400000,2014
Mohammad Arshad Hussain,Peace Party,0,Others,38,Madhepura + Bihar,1442500,0,2014
Prasanna Kumar,IND,0,Post Graduate,61,Madhepura + Bihar,9574085,0,2014
Rajo Sah,IND,0,Literate,34,Madhepura + Bihar,3490200,650000,2014
Sajan Kumar Jha,Jai Maha Bharath Party,0,Graduate,42,Madhepura + Bihar,3228000,25000,2014
Sharad Yadav,JD(U),0,Graduate Professional,66,Madhepura + Bihar,54676401,0,2014
Vijay Kumar Singh,BJP, 4 ,Graduate,56,Madhepura + Bihar,16210739,1598602,2014
Bhola Singh   Winner ,BJP,0,Doctorate,75,Begusarai + Bihar,25248102,0,2014
Baijnath Paswan,IND,0,Graduate,37,Begusarai + Bihar,119000,0,2014
Hari Kant Prasad,Bharatiya Bahujan Congress,0,10th Pass,37,Begusarai + Bihar,1951470,90000,2014
Md Tanveer Hasan,RJD, 1 ,Doctorate,54,Begusarai + Bihar,10956399,600000,2014
Mohammad Javed,IND,0,Literate,44,Begusarai + Bihar,139052,0,2014
Pankaj Paswan,IND,0,Post Graduate,29,Begusarai + Bihar,102895,0,2014
Pinki Devi,Bahujan Mukti Party, 2 ,12th Pass,28,Begusarai + Bihar,3638500,0,2014
Rajendra Prasad Singh,CPI, 5 ,Graduate,68,Begusarai + Bihar,8437962,194145,2014
Rajendra Yadav,IND,0,Post Graduate,45,Begusarai + Bihar,7368500,0,2014
Ram Padarath Yadav,BSP,0,Graduate Professional,47,Begusarai + Bihar,8422000,0,2014
Sunil Kumar,AAP,0,Post Graduate,56,Begusarai + Bihar,21040706,150000,2014
Sushil Kumar,IND,0,10th Pass,35,Begusarai + Bihar,687780,0,2014
Choudhary Mahboob Ali Kaiser   Winner ,LJP, 1 ,Graduate,47,Khagaria + Bihar,66569502,0,2014
Brahmdev Mukhiya,Rashtriya Naujawan Dal, 2 ,Literate,58,Khagaria + Bihar,4472000,0,2014
Dineshchandra Yadav,JD(U),0,Others,57,Khagaria + Bihar,17668299,0,2014
Dr. Swami Vivekanand,AAP, 2 ,Doctorate,50,Khagaria + Bihar,9890017,900000,2014
Ganesh Mukhiya Nishad,Sarvajan Kalyan Loktantrik Party, 1 ,12th Pass,33,Khagaria + Bihar,6829298,0,2014
Jagdish Chandra Bashu,CPI(M),0,12th Pass,43,Khagaria + Bihar,7069526,237000,2014
Krishana Kumari Yadav,RJD, 4 ,Graduate,39,Khagaria + Bihar,78352261,1850000,2014
Makkhan Sah,Samajwadi Janata Party (Rashtriya),0,Graduate,39,Khagaria + Bihar,6470304,0,2014
Rajeev Ranjan,Lok Dal, 2 ,12th Pass,31,Khagaria + Bihar,4247500,0,2014
Rajesh Kumar,BSP,0,Graduate,36,Khagaria + Bihar,10016038,0,2014
Satish Prasad Singh,IND, 1 ,Graduate,41,Khagaria + Bihar,3462200,25000,2014
Tej Bahadur Singh,Proutist Sarva Samaj,0,Graduate,71,Khagaria + Bihar,2864479,0,2014
Umesh Chandra Bharati,IND,0,Literate,53,Khagaria + Bihar,565000,0,2014
Shailesh Kumar Urph Bulo Mandal   Winner ,RJD, 1 ,12th Pass,38,Bhagalpur + Bihar,20216734,0,2014
Abu Qaiser,JD(U), 1 ,Graduate,40,Bhagalpur + Bihar,45138014,1700000,2014
Anand Kumar Jain,IND,0,Graduate Professional,52,Bhagalpur + Bihar,6172660,0,2014
Gaurav Kumar Ghosh,National Tiger Party,0,12th Pass,35,Bhagalpur + Bihar,8464037,250000,2014
Indradeo Kumar Singh,IND,0,Graduate Professional,35,Bhagalpur + Bihar,3312913,0,2014
Kumkum Singh,Bharat Vikas Morcha, 1 ,Doctorate,57,Bhagalpur + Bihar,825000,0,2014
Mahadev Kumar,IND, 1 ,10th Pass,57,Bhagalpur + Bihar,2182100,185000,2014
Naushaba Khanam,BSP, 2 ,10th Pass,33,Bhagalpur + Bihar,6756440,600000,2014
Nishi Kant Mandal,Bahujan Mukti Party,0,Graduate Professional,28,Bhagalpur + Bihar,1480865,303354,2014
Pro. Yogendra Mahto,AAP,0,Doctorate,55,Bhagalpur + Bihar,3087000,112000,2014
Purushottam Choubey,SP, 2 ,10th Pass,47,Bhagalpur + Bihar,1156393030,20310000,2014
Ramji Mandal,IND,0,10th Pass,47,Bhagalpur + Bihar,3631000,0,2014
Ranjan Kumar,IND,0,8th Pass,31,Bhagalpur + Bihar,355833,0,2014
Rinki Kumari,CPI(ML)(L), 7 ,Post Graduate,30,Bhagalpur + Bihar,22192,0,2014
Sikandar Tanti,IND,0,8th Pass,40,Bhagalpur + Bihar,805834,0,2014
Suman Kumar,IND,0,Graduate,30,Bhagalpur + Bihar,492000,0,2014
Syed Shahnawaz Hussain,BJP,0,10th Pass,45,Bhagalpur + Bihar,47044000,14007000,2014
Viren Das,Sankhyanupati Bhagidari Party,0,Literate,52,Bhagalpur + Bihar,3010500,0,2014
Jaiprakash Narayan Yadav   Winner ,RJD, 2 ,Post Graduate,60,Banka + Bihar,27846274,791539,2014
Akhil Bhartiya Sharma,IND,0,Graduate Professional,48,Banka + Bihar,50000,0,2014
Alimuddin Ansari,IND,0,Others,53,Banka + Bihar,352000,0,2014
Deepak Kumar,SUCI(C),0,12th Pass,35,Banka + Bihar,2633089,0,2014
Inderaj Singh Saini,IND,0,10th Pass,70,Banka + Bihar,11918305,2000000,2014
Mahboob Alam Ansari,Bharatiya Momin Front,0,Post Graduate,55,Banka + Bihar,8071913,0,2014
Mithilesh Kumar Singh,National Loktantrik Party,0,10th Pass,31,Banka + Bihar,1986983,0,2014
Mukesh Kumar Sinha,Bhartiya Ekta Manch Party,0,Doctorate,42,Banka + Bihar,6905132,2588967,2014
Naresh Kumar Priyadarshi,IND,0,Graduate,38,Banka + Bihar,3863500,250000,2014
Niraj Kumar,AAP,0,12th Pass,43,Banka + Bihar,1977100,0,2014
Putul Kumari,BJP, 2 ,Post Graduate,54,Banka + Bihar,58028261,725973,2014
Sanjay Kumar,BSP, 1 ,10th Pass,58,Banka + Bihar,1800000,1200000,2014
Sanjay Kumar,CPI, 3 ,Post Graduate,50,Banka + Bihar,23633247,9460885,2014
Sargun Sah,IND,0,8th Pass,59,Banka + Bihar,1824000,0,2014
Subodh Narayan Jha,AITC,0,Graduate,63,Banka + Bihar,7726666,2250000,2014
Umakant Yadav,Bahujan Mukti Party,0,Graduate Professional,63,Banka + Bihar,3015000,0,2014
Viajy Bharti,Rajnaitik Vikalp Party,0,10th Pass,59,Banka + Bihar,353558,0,2014
Veena Devi   Winner ,LJP,0,8th Pass,41,Munger + Bihar,31162836,0,2014
Dr. Ashok Kumar Singh,SHS,0,Doctorate,0,Munger + Bihar,2054194,0,2014
Kamleshwari Mandal,BSP,0,Others,63,Munger + Bihar,3065084,0,2014
Muzaffar Fakhruddin,IND,0,Graduate,54,Munger + Bihar,1883100,0,2014
Pragati Mehta,RJD,0,Graduate,33,Munger + Bihar,6422050,0,2014
Pramod Kumar,SUCI(C),0,Post Graduate,47,Munger + Bihar,1741914,0,2014
Rajiv Ranjan Singh Alias Lalan Singh,JD(U), 1 ,Graduate,60,Munger + Bihar,55757926,3512083,2014
Ram Badan Rai,SP,0,Post Graduate,59,Munger + Bihar,23860981,1000000,2014
Sandeep,AAP,0,Graduate Professional,28,Munger + Bihar,5790000,750000,2014
Shankar Prasad,Bahujan Mukti Party, 2 ,Graduate,49,Munger + Bihar,40253000,0,2014
Sharwan Kumar Anand,IND,0,Post Graduate,43,Munger + Bihar,5750,0,2014
Suryoday Paswan,Sankhyanupati Bhagidari Party,0,Graduate,40,Munger + Bihar,627000,0,2014
Uchit Kumar,IND, 1 ,12th Pass,0,Munger + Bihar,176574,0,2014
Mehbooba Mufti   Winner ,JKPDP, 1 ,Graduate Professional,54,Anantnag + Jammu & Kashmir,5200000,0,2014
Abdul Ahad Mir,IND,0,12th Pass,48,Anantnag + Jammu & Kashmir,17950000,0,2014
Asif Jeelani,AIFB,0,Post Graduate,44,Anantnag + Jammu & Kashmir,300000,0,2014
Gh. Nabi Shah,SP,0,10th Pass,62,Anantnag + Jammu & Kashmir,19939000,878970,2014
Mirza Mehboob Beg,JKNC,0,Graduate Professional,62,Anantnag + Jammu & Kashmir,10710000,0,2014
Mohammad Shrif,BSP,0,Graduate Professional,69,Anantnag + Jammu & Kashmir,2327215,0,2014
Mohammad Yaqoob Rather,All Jammu and Kashmir Republican Party,0,8th Pass,49,Anantnag + Jammu & Kashmir,11450000,500000,2014
Mohd Yousif Ganie,Ambedkar Samaj Party,0,Graduate,47,Anantnag + Jammu & Kashmir,2020000,0,2014
Mushtaq Ahmad Malik,BJP,0,10th Pass,41,Anantnag + Jammu & Kashmir,315000,0,2014
Syed Abid Ahmad Shah,JKNPP,0,10th Pass,33,Anantnag + Jammu & Kashmir,20974,0,2014
Tanveer Hussain Khan,IND,0,Graduate Professional,35,Anantnag + Jammu & Kashmir,23200000,0,2014
Tanvir Maqbool Dar,AAP,0,Graduate Professional,38,Anantnag + Jammu & Kashmir,16821474,3959860,2014
Anoop Mishra   Winner ,BJP,0,12th Pass,57,Morena + Madhya Pradesh,110523112,6878160,2014
Akash Gupta,IND,0,Graduate,28,Morena + Madhya Pradesh,505042,0,2014
Anoop Nagar,IND,0,Literate,27,Morena + Madhya Pradesh,420000,0,2014
Arujn Singh (pappu Kushwah),Rashtriya Samanta Dal,0,8th Pass,39,Morena + Madhya Pradesh,2006618,0,2014
Brindawan Singh Sikarwar,BSP, 1 ,12th Pass,52,Morena + Madhya Pradesh,18606750,0,2014
Chhavendra,IND,0,Literate,33,Morena + Madhya Pradesh,785508,0,2014
Devendra Kumar Agrval,AAP,0,Graduate Professional,33,Morena + Madhya Pradesh,6240542,490100,2014
Dr Govind Singh,INC, 1 ,Graduate Professional,62,Morena + Madhya Pradesh,69688035,3184026,2014
Jayant Singh Tomar,Loktantrik Samajwadi Party,0,Post Graduate,37,Morena + Madhya Pradesh,3368500,0,2014
Kuldeep Singh,IND, 1 ,Graduate,27,Morena + Madhya Pradesh,856024,0,2014
Maneesh Kumar Rawat,Jai Maha Bharath Party,0,Graduate Professional,36,Morena + Madhya Pradesh,511000,0,2014
Rajesh Kushwah,SP,0,Graduate Professional,28,Morena + Madhya Pradesh,491500,0,2014
Ram Naresh,IND,0,Literate,46,Morena + Madhya Pradesh,220000,0,2014
Satandra Singh (tony Tomar),IND,0,Literate,30,Morena + Madhya Pradesh,238000,0,2014
Shakti Singh Tomar,Rashtriya Ahinsa Manch,0,12th Pass,31,Morena + Madhya Pradesh,607700,0,2014
Siyaram Singh Choudri,IND,0,10th Pass,46,Morena + Madhya Pradesh,162500,0,2014
Visnu Sharma,AITC,0,10th Pass,43,Morena + Madhya Pradesh,800000,0,2014
Bhagirath Prasad   Winner ,BJP,0,Doctorate,66,Bhind + Madhya Pradesh,21240286,3687610,2014
Anita Hitendra Chaudhary,SP,0,Graduate,38,Bhind + Madhya Pradesh,15514000,10000,2014
B.s. Thaneswariya,Bahujan Mukti Party,0,Post Graduate,39,Bhind + Madhya Pradesh,597002,0,2014
Hakim Singh,IND,0,10th Pass,46,Bhind + Madhya Pradesh,741417,0,2014
Imarti Devi,INC,0,12th Pass,38,Bhind + Madhya Pradesh,12751000,1989540,2014
Krishna Devi,AAP,0,Graduate,35,Bhind + Madhya Pradesh,11415750,1325000,2014
Manish Katroliya,BSP,0,Post Graduate,32,Bhind + Madhya Pradesh,3179334,0,2014
Phoolsingh Baraiya,Bahujan Sangharshh Dal,0,Graduate Professional,51,Bhind + Madhya Pradesh,21329109,4815877,2014
Vijay Singh Kori,AIFB,0,10th Pass,34,Bhind + Madhya Pradesh,403800,0,2014
Narendra Singh Tomar   Winner ,BJP, 1 ,Graduate,56,Gwalior + Madhya Pradesh,11412622,4531444,2014
Akhilesh,CPI(M), 1 ,Graduate,38,Gwalior + Madhya Pradesh,184700,0,2014
Alok Sharma,BSP,0,8th Pass,42,Gwalior + Madhya Pradesh,20454704,0,2014
Ashok Singh,INC,0,Graduate,51,Gwalior + Madhya Pradesh,288174756,77611615,2014
Asif Khan,IND,0,5th Pass,48,Gwalior + Madhya Pradesh,491000,0,2014
Balwant Singh Kushwah Advocate,SP,0,Graduate Professional,62,Gwalior + Madhya Pradesh,3200000,80000,2014
C.l. Karodiya,Jan-Nyay Dal,0,Graduate,67,Gwalior + Madhya Pradesh,806184,0,2014
Captan Babulal Goswami,IND,0,Graduate,63,Gwalior + Madhya Pradesh,4300000,0,2014
Deepak Kumar Bansal Rangwale (prerak),IND,0,Graduate,49,Gwalior + Madhya Pradesh,4059104,264727,2014
Geeta Rajput,Al-Hind Party,0,12th Pass,38,Gwalior + Madhya Pradesh,53000,0,2014
Hiraday Narayan Singh Tomar,ABHM,0,10th Pass,33,Gwalior + Madhya Pradesh,398500,0,2014
K. P. Kamte,Bharatiya Rashtriya Mazdoor Dal,0,Illiterate,69,Gwalior + Madhya Pradesh,4500,0,2014
Kishan Lal Kushwah,Rashtriya Samanta Dal,0,8th Pass,50,Gwalior + Madhya Pradesh,3740000,0,2014
Madan Mohan Singh Tomar,Bhartiya Jan Yug Party,0,12th Pass,45,Gwalior + Madhya Pradesh,4795500,8704,2014
Narayan Singh Kushwah,IND,0,12th Pass,62,Gwalior + Madhya Pradesh,338425,0,2014
Neelam Agrwal,AAP,0,12th Pass,38,Gwalior + Madhya Pradesh,3461200,700000,2014
Prajesh Choudhary,IND,0,8th Pass,42,Gwalior + Madhya Pradesh,1057799,0,2014
Ram Pathwar Kori (ramsebak),IND,0,12th Pass,43,Gwalior + Madhya Pradesh,53200,0,2014
Shiv Singh Kushawah,Mahanwadi Party,0,8th Pass,40,Gwalior + Madhya Pradesh,5469000,0,2014
Sunil Gopal,SUCI(C),0,Graduate Professional,41,Gwalior + Madhya Pradesh,119963,0,2014
Vikas Sharma,Bharatiya Navyuvak Party,0,10th Pass,39,Gwalior + Madhya Pradesh,5100000,0,2014
Jyotiraditya M. Scindia   Winner ,INC,0,Post Graduate,43,Guna + Madhya Pradesh,330888751,795000,2014
Anwar Khan,IND,0,10th Pass,47,Guna + Madhya Pradesh,77000,0,2014
Chandrapal Singh Tomar,IND,0,Post Graduate,46,Guna + Madhya Pradesh,6730000,200000,2014
Girraj Yadav,IND, 6 ,10th Pass,30,Guna + Madhya Pradesh,565000,0,2014
Jaibhansingh Pawaiya,BJP, 1 ,Others,58,Guna + Madhya Pradesh,8860522,72000,2014
Lakhan Singh Baghel,BSP,0,Graduate,51,Guna + Madhya Pradesh,19797009,550000,2014
Lalli Ram Rai,IND,0,Illiterate,45,Guna + Madhya Pradesh,131000,0,2014
Mahendra Kumar,IND, 1 ,Graduate,55,Guna + Madhya Pradesh,1760000,320000,2014
Nand Kishore Tyagi,IND,0,8th Pass,40,Guna + Madhya Pradesh,171000,0,2014
Narayanrao Gupchup,IND,0,8th Pass,62,Guna + Madhya Pradesh,4055500,0,2014
Shailendra Singh Kushwah,AAP,0,Graduate,40,Guna + Madhya Pradesh,3626314,2075000,2014
Laxmi Narayan Yadav   Winner ,BJP, 1 ,Graduate Professional,73,Sagar + Madhya Pradesh,23962099,956348,2014
Atul Mishra,AAP, 1 ,Graduate Professional,44,Sagar + Madhya Pradesh,4823372,173000,2014
Bharat Sen Advocate,IND,0,Graduate Professional,40,Sagar + Madhya Pradesh,205966,0,2014
Govind Singh Rajput,INC, 1 ,Post Graduate,48,Sagar + Madhya Pradesh,30758478,2458028,2014
Kashiram Patel,GGP,0,Graduate,45,Sagar + Madhya Pradesh,100500,0,2014
Mahendra Kumar Choudhary,IND,0,Post Graduate,31,Sagar + Madhya Pradesh,146079,0,2014
Mohammad Hanif Qurashi,IND, 1 ,Literate,43,Sagar + Madhya Pradesh,2850500,0,2014
Saroj Katiyar Kurmi,BSP,0,Post Graduate,37,Sagar + Madhya Pradesh,24415594,1590878,2014
Shitin Kesherwani,IND,0,12th Pass,37,Sagar + Madhya Pradesh,331000,0,2014
Vinay Kumar,Bhartiya Shakti Chetna Party,0,12th Pass,34,Sagar + Madhya Pradesh,913873,44000,2014
Dr. Virendra Kumar   Winner ,BJP,0,Doctorate,60,Tikamgarh + Madhya Pradesh,9364635,0,2014
Ambesh Kumari,SP, 1 ,Doctorate,38,Tikamgarh + Madhya Pradesh,15710045,3255734,2014
Bhagwan Das,IND,0,10th Pass,35,Tikamgarh + Madhya Pradesh,656000,0,2014
